bin, x_center, entries, mean, rms
1,0,0,0,0
2,1,0,0,0
3,2,0,0,0
4,3,101,-0.361139,0.396087
5,4,101,-0.346584,0.358663
6,5,105,-0.213571,0.323303
7,6,127,-0.0775984,0.318432
8,7,122,0.0504918,0.330254
9,8,103,0.096165,0.286713
10,9,103,0.185194,0.309227
11,10,84,0.2375,0.301472
12,11,5064,0.202472,0.278911
13,12,0,0,0
