bin, x_center, entries, mean, rms
1,0,0,0,0
2,1,0,0,0
3,2,0,0,0
4,3,100,-0.1571,0.422827
5,4,113,-0.177566,0.351242
6,5,92,-0.000869565,0.324145
7,6,117,0.103291,0.34382
8,7,93,0.127903,0.348849
9,8,98,0.250714,0.304158
10,9,76,0.213289,0.293304
11,10,64,0.343281,0.313481
12,11,4925,0.225512,0.273749
13,12,0,0,0
